rank,citation_group,priority_score,status,date,type,title,chapter,next_action,source_note_draft,catalog_url,pdf_url
219,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0003 PC Meeting on Bosnia-Hercegovina, February 5, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0003 PC Meeting on Bosnia-Hercegovina, February 5, 1993, NAID 41051404.",https://catalog.archives.gov/id/41051404,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-006-2016.pdf
220,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0006 PC Meeting on Bosnia-Hercegovina, March 3, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0006 PC Meeting on Bosnia-Hercegovina, March 3, 1993, NAID 41051406.",https://catalog.archives.gov/id/41051406,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-008-2016.pdf
221,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0009 PC Meeting on Bosnia-Hercegovina, March 13, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0009 PC Meeting on Bosnia-Hercegovina, March 13, 1993, NAID 41051407.",https://catalog.archives.gov/id/41051407,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-009-2016.pdf
222,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0010 PC Meeting on Bosnia-Hercegovina, March 25, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0010 PC Meeting on Bosnia-Hercegovina, March 25, 1993, NAID 41051408.",https://catalog.archives.gov/id/41051408,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-010-2016.pdf
223,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0011 PC Meeting on Bosnia-Hercegovina, March 27, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0011 PC Meeting on Bosnia-Hercegovina, March 27, 1993, NAID 41051409.",https://catalog.archives.gov/id/41051409,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-011-2016.pdf
224,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0012 PC Meeting on Bosnia-Hercegovina, April 9, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0012 PC Meeting on Bosnia-Hercegovina, April 9, 1993, NAID 41051410.",https://catalog.archives.gov/id/41051410,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-012-2016.pdf
225,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0014 PC Meeting on Bosnia-Hercegovina, April 17, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0014 PC Meeting on Bosnia-Hercegovina, April 17, 1993, NAID 41051411.",https://catalog.archives.gov/id/41051411,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-013-2016.pdf
226,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0016 PC Meeting on Bosnia-Hercegovina, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0016 PC Meeting on Bosnia-Hercegovina, 1993, NAID 41051412.",https://catalog.archives.gov/id/41051412,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-014-2016.pdf
227,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0017 PC Meeting on Bosnia-Hercegovina, May 6, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0017 PC Meeting on Bosnia-Hercegovina, May 6, 1993, NAID 41051413.",https://catalog.archives.gov/id/41051413,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-015-2016.pdf
228,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0018 PC Meeting on Bosnia-Hercegovina, May 8, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0018 PC Meeting on Bosnia-Hercegovina, May 8, 1993, NAID 41051414.",https://catalog.archives.gov/id/41051414,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-016-2016.pdf
229,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0021 PC Meeting on Bosnia-Hercegovina, May 17, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0021 PC Meeting on Bosnia-Hercegovina, May 17, 1993, NAID 41051415.",https://catalog.archives.gov/id/41051415,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-017-2016.pdf
230,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0026 PC Meeting on Bosnia-Hercegovina, September 1, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0026 PC Meeting on Bosnia-Hercegovina, September 1, 1993, NAID 41051417.",https://catalog.archives.gov/id/41051417,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-019-2016.pdf
231,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0033 PC Meeting on Bosnia-Hercegovina, September 20, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0033 PC Meeting on Bosnia-Hercegovina, September 20, 1993, NAID 41051418.",https://catalog.archives.gov/id/41051418,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-020-2016.pdf
232,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0035 PC Meeting on Bosnia-Hercegovina, October 2, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0035 PC Meeting on Bosnia-Hercegovina, October 2, 1993, NAID 41051419.",https://catalog.archives.gov/id/41051419,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-021-2016.pdf
233,Copy-Ready Drafts,8,selection,1993-01-01,Scout Lead,"PC0039 PC Meeting on Bosnia-Hercegovina, October 19, 1993",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0039 PC Meeting on Bosnia-Hercegovina, October 19, 1993, NAID 41051420.",https://catalog.archives.gov/id/41051420,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-008-022-2016.pdf
234,Copy-Ready Drafts,8,working draft ready,1993-02-25,Context,Statement Announcing Airdrops To Provide Humanitarian Aid to Bosnia- Herzegovina,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1993-book1; PPP-1993-book1-doc-pg206. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1993-book1/PPP-1993-book1-doc-pg206,https://www.govinfo.gov/content/pkg/PPP-1993-book1/pdf/PPP-1993-book1-doc-pg206.pdf
235,Copy-Ready Drafts,8,working draft ready,1993-02-27,Release Packet,Ex-Yugoslavia Work Program,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 2; 1 document page counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
236,Copy-Ready Drafts,8,working draft ready,1993-03-01,Release Packet,"Summary of Conclusions, Deputies Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 3-4; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
237,Copy-Ready Drafts,8,working draft ready,1993-03-04,Release Packet,"Summary of Conclusions, Deputies Committee Meeting on Bosnia",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 5-6; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
238,Copy-Ready Drafts,8,working draft ready,1993-03-05,Context,Exchange With Reporters on Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1993-book1; PPP-1993-book1-doc-pg245. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1993-book1/PPP-1993-book1-doc-pg245,https://www.govinfo.gov/content/pkg/PPP-1993-book1/pdf/PPP-1993-book1-doc-pg245.pdf
239,Copy-Ready Drafts,8,working draft ready,1993-03-15,Release Packet,Summary of Conclusions on Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 7-8; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
240,Copy-Ready Drafts,8,working draft ready,1993-03-24,Context,Presidential Daily Diary reference: meeting with Russian Foreign Minister Andrey Kozyrev,NATO-Russia and Partnership,Use as context citation only; chase substantive record before selection.,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [03/15/1993-03/31/1993], NAID 147870749, Unclassified diary record. Source pages: page 89.",https://catalog.archives.gov/id/147870749,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-001-005-2018.pdf
241,Copy-Ready Drafts,8,working draft ready,1993-03-24,Release Packet,Summary of Conclusions on Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 9; 1 document page counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
242,Copy-Ready Drafts,8,working draft ready,1993-03-30,Release Packet,Summary of Conclusions on Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret. Extracted from source packet PDF pages 10-11; 2 document pages counted. Review PDF includes a packet annotation sheet.",https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf
